"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"11","ribosome biogenesis (GO:0042254)","34/192",1.5695957733296e-22,2.99935483230802e-20,0,0,11.4309331119873,573.902044277813,"RPL30;RPL3;RPL32;RPL10;RPL31;RPL34;RPL12;RPL36A;SNU13;RPL10A;RPL9;RPL6;RPL7;RPS14;RPL14;RPL35;RPLP2;RPL38;RPL37;GLUL;RPL39;RPL17;RPS7;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPS27;RPL27A;RPL37A;RPL24;ESF1;RPL26"
"12","gene expression (GO:0010467)","44/356",2.72073785646645e-22,4.7658258119104e-20,0,0,7.64073753961394,379.408225881493,"RPL30;RPL3;RPL32;RPL10;RPL31;RPL34;RPL12;RPL36A;RPS4Y1;SMG7;RPL10A;RPL9;RPL6;RPL7;RPS14;RPS15A;PABPN1;RPS18;RPL14;RPL35;RPLP2;RPL38;RPL37;RPS27A;RPL39;RPL17;RPS12;RPS7;RPS8;RPS6;RPL13A;RPL35A;RPL23A;SORL1;RPS26;RPS25;RPS27;RPL27A;RPL37A;RPL24;RPS20;STUB1;RPL26;PTMA"
"13","cellular macromolecule biosynthetic process (GO:0034645)","41/314",9.76517028332519e-22,1.5789529181192e-19,0,0,8.08520819941433,391.146606883899,"RPL30;RPL3;SET;RPL32;RPL10;RPL31;RPL34;RPL12;RPL36A;RPS4Y1;RPL10A;RPL9;RPL6;RPL7;RPS14;RPS15A;RPS18;RPL14;RPL35;RPLP2;RPL38;RPL37;RPS27A;RPL39;RPL17;RPS12;RPS7;RPS8;RPS6;RPL13A;RPL35A;RPL23A;RPS26;RPS25;RPS27;RPL27A;RPL37A;RPL24;RPS20;RPL26;PTMA"
"14","ncRNA processing (GO:0034470)","33/201",7.89956037857539e-21,1.18606256541182e-18,0,0,10.4005449591281,481.415015154269,"RPL30;RPL3;RPL32;RPL10;RPL31;RPL34;RPL12;RPL36A;SNU13;RPL10A;RPL9;RPL6;RPL7;RPS14;RPL14;RPL35;RPLP2;RPL38;RPL37;RPL39;RPL17;RPS7;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPS27;RPL27A;RPL37A;RPL24;ESF1;RPL26"
"15","cellular protein metabolic process (GO:0044267)","42/417",5.79598773441895e-18,8.12211081183242e-16,0,0,6.0145251396648,238.712688174862,"RPL30;RPL3;RPL32;RPL10;RPL31;RPL34;RPL12;RPL36A;DENND3;RPS4Y1;RPL10A;NAGPA;RPL9;FBXO22;RPL6;RPL7;RPS14;RPS15A;RPS18;RPL14;RPL35;RPLP2;RPL38;RPL37;RPS27A;RPL39;RPL17;RPS12;RPS7;RPS8;RPS6;RPL13A;RPL35A;RPL23A;RPS26;RPS25;RPS27;RPL27A;RPL37A;RPL24;RPS20;RPL26"
"16","ribosomal large subunit biogenesis (GO:0042273)","11/57",1.44322153079042e-08,1.89603228607591e-06,0,0,12.0204537833911,217.014904034456,"RPL3;RPL10;RPL14;RPL24;RPL35A;SNU13;RPL23A;RPL26;RPL10A;RPL6;RPL7"
"17","regulation of tau-protein kinase activity (GO:1902947)","5/10",7.24125645117607e-07,8.95360062374829e-05,0,0,49.6075949367089,701.367104965849,"EGR1;HSP90AA1;HSP90AB1;CLU;SORL1"
"18","positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902255)","4/5",7.75728815190988e-07,9.0587887196192e-05,0,0,197.969696969697,2785.3272955156,"EIF5A;RPS7;UBB;RPL26"
"19","substantia nigra development (GO:0021762)","8/43",1.87582248297223e-06,0.000207525203116191,0,0,11.4081632653061,150.433326642053,"YWHAE;BASP1;CCDC14;CALM3;CALM2;INA;ACTB;YWHAH"
"20","positive regulation of tau-protein kinase activity (GO:1902949)","4/6",2.29037102894972e-06,0.000240717995142616,0,0,98.979797979798,1285.43051695259,"EGR1;HSP90AA1;HSP90AB1;CLU"
"21","ribonucleoprotein complex biogenesis (GO:0022613)","9/60",2.80859913038979e-06,0.000281127398670445,0,0,8.82307808033699,112.783860671551,"RPS25;RPS7;RPS6;RPL14;RPL35A;RPL38;RPL26;GLUL;RPL7"
"22","positive regulation of signal transduction by p53 class mediator (GO:1901798)","6/22",3.50622742477616e-06,0.000335004093039976,0,0,18.6395939086294,234.131378151251,"EIF5A;RPS7;UBB;CHD5;RPS20;RPL37"
"23","anterograde trans-synaptic signaling (GO:0098916)","17/244",9.13332690475815e-06,0.000834706658860941,0,0,3.78809767543507,43.9554964593015,"GABRB2;SNAP25;HOMER1;CACNA1A;HTR2A;SYN2;SYN1;GRIN1;NRGN;GRIN2A;PRKAR1B;HRH3;MAPK1;DLGAP1;NPTX1;NPTX2;SNCB"
"24","regulation of neurotransmitter receptor activity (GO:0099601)","8/58",1.90885427453244e-05,0.00167183820211133,0,0,7.97959183673469,86.7096143537307,"PRRT1;MEF2C;CACNG8;GRIN2A;DLGAP1;NPTX1;NPTX2;GRIN1"
"25","chemical synaptic transmission (GO:0007268)","18/306",4.86734217839426e-05,0.00409246130359389,0,0,3.15968586387435,31.3768731909622,"GABRB2;SNAP25;HOMER1;CACNA1A;HTR2A;SYN2;SYN1;GRIN1;NRGN;GRIN2A;PRKAR1B;HRH3;MAPK1;DLGAP1;NPTX1;NPTX2;SNCB;VAMP2"
"26","regulation of neuron death (GO:1901214)","9/86",5.53085490194099e-05,0.00447148346303076,0,0,5.83608463148105,57.2087043914164,"EGR1;PRNP;MEF2C;UBB;FAIM2;NENF;SNCB;CLU;SORL1"
"27","ribosome assembly (GO:0042255)","7/50",5.77978704298199e-05,0.00449967124605487,0,0,8.10101189419492,79.0541995054146,"RPS14;RPL3;RPS27;RPL10;RPL24;RPL23A;RPL6"
"28","modulation of chemical synaptic transmission (GO:0050804)","10/109",6.71243652605972e-05,0.0050391219920634,0,0,5.05076405076405,48.5326072152396,"RIMS2;SLC4A8;MEF2C;HOMER1;CACNA1A;DLGAP1;NPTX1;NPTX2;LRP8;SYN1"
"29","platelet aggregation (GO:0070527)","6/36",7.22399860683998e-05,0.0052361534729578,0,0,9.93401015228426,94.7259211127966,"ACTN1;GNAS;TYRO3;PPIA;ACTB;ACTG1"
"30","ribonucleoprotein complex assembly (GO:0022618)","11/136",9.29786267067437e-05,0.00651470244458584,0,0,4.40565552699229,40.8983210649566,"RPS14;HSP90AA1;RPL3;RPS27;HSP90AB1;RPL10;RPL24;CELF5;RPL38;RPL23A;RPL6"
"31","ribosomal large subunit assembly (GO:0000027)","5/25",0.000119186011369806,0.00808158051288171,0,0,12.3924050632911,111.963213114497,"RPL3;RPL10;RPL24;RPL23A;RPL6"
"32","ribosomal small subunit biogenesis (GO:0042274)","6/40",0.000133077881718366,0.00874155335537519,0,0,8.76351149596895,78.210624585566,"RPS14;RPS25;RPS27;RPS7;RPS6;SNU13"
"33","clathrin coat assembly (GO:0048268)","4/15",0.000180628171107578,0.0115054671414584,0,0,17.9880624426079,155.040368330931,"CALY;CLTB;AP2S1;CLTA"
"34","positive regulation of intracellular protein transport (GO:0090316)","11/148",0.000197158148902376,0.0121890126174351,0,0,4.0172818193759,34.2734573773619,"YWHAE;PRNP;PCM1;FBXW7;BAD;KCNB1;TOMM7;SORL1;YWHAG;VAMP2;YWHAH"
"35","homotypic cell-cell adhesion (GO:0034109)","6/44",0.000228806996547744,0.0133597862984266,0,0,7.83943360940422,65.7150848379615,"ACTN1;GNAS;TYRO3;PPIA;ACTB;ACTG1"
"36","neurotransmitter secretion (GO:0007269)","6/44",0.000228806996547744,0.0133597862984266,0,0,7.83943360940422,65.7150848379615,"RIMS2;SNAP25;HRH3;SYN2;SYN1;VAMP2"
"37","positive regulation of protein kinase activity (GO:0045860)","11/154",0.000278653597878162,0.015830536830808,0,0,3.84753806604706,31.4941810973866,"EGR1;PRNP;CCDC88A;HSP90AA1;HSP90AB1;INSR;CALM3;MAPRE3;CLU;CALM2;LRP8"
"38","Golgi to plasma membrane protein transport (GO:0043001)","5/30",0.000294468805120908,0.0162887744306355,0,0,9.91139240506329,80.5829652030939,"NSF;MACF1;ARFRP1;GOLGA4;VAMP2"
"39","regulation of cation channel activity (GO:2001257)","8/89",0.000410733280702453,0.0211545092011013,0,0,4.91786344167297,38.347367254809,"PRRT1;MEF2C;CACNG8;GRIN2A;HOMER1;CALM2;VAMP2;GRIN1"
"40","regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902253)","3/8",0.0004126236333231,0.0211545092011013,0,0,29.6146095717884,230.785902549518,"EIF5A;RPS7;UBB"
"41","positive regulation of ryanodine-sensitive calcium-release channel activity (GO:0060316)","3/8",0.0004126236333231,0.0211545092011013,0,0,29.6146095717884,230.785902549518,"AKAP6;CALM3;CALM2"
"42","positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030)","5/34",0.0005384793229061,0.0269496080178243,0,0,8.54255783500655,64.2977950796112,"YWHAE;BAD;CHCHD10;YWHAG;YWHAH"
"43","protein targeting to lysosome (GO:0006622)","4/20",0.000592331363528824,0.0282972846849452,0,0,12.3636363636364,91.8796755256114,"GNPTAB;NAGPA;CLU;SORL1"
"44","regulation of protein modification by small protein conjugation or removal (GO:1903320)","4/20",0.000592331363528824,0.0282972846849452,0,0,12.3636363636364,91.8796755256114,"DNAJB2;EGR1;HSP90AA1;HSP90AB1"
"45","cellular response to amyloid-beta (GO:1904646)","5/35",0.000618022269802477,0.0288685069138846,0,0,8.25738396624473,61.0136950671764,"PRNP;GRIN2A;ATP1A3;CACNA1A;GRIN1"
"46","cellular response to heat (GO:0034605)","5/36",0.000706052104888854,0.0315401616421918,0,0,7.99060841159657,57.9784284726382,"YWHAE;HSP90AA1;HSP90AB1;DHX36;STUB1"
"47","establishment of protein localization to plasma membrane (GO:0061951)","5/36",0.000706052104888854,0.0315401616421918,0,0,7.99060841159657,57.9784284726382,"NSF;MACF1;ARFRP1;GOLGA4;VAMP2"
"48","positive regulation of phosphatase activity (GO:0010922)","4/21",0.000720232045111898,0.0315401616421918,0,0,11.6357694592989,84.1956960688428,"MEF2C;HSP90AB1;CALM3;CALM2"
"49","regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)","3/10",0.000858202234956361,0.0354651766112864,0,0,21.1511335012594,149.341190301033,"DLGAP1;NPTX1;NPTX2"
"50","neuron projection maintenance (GO:1990535)","3/10",0.000858202234956361,0.0354651766112864,0,0,21.1511335012594,149.341190301033,"PRNP;INSR;ATP1A3"
"51","positive regulation of establishment of protein localization to mitochondrion (GO:1903749)","6/56",0.000860477643756235,0.0354651766112864,0,0,5.95431472081218,42.0256897913057,"YWHAE;FBXW7;BAD;TOMM7;YWHAG;YWHAH"
"52","regulation of ion transmembrane transporter activity (GO:0032412)","5/39",0.00102669289056169,0.0415020856915514,0,0,7.28443782576322,50.12722098692,"YWHAE;HOMER1;FXYD6;SCN3B;YWHAH"
"53","regulation of secretion by cell (GO:1903530)","6/59",0.00113565513765061,0.0449342491410443,0,0,5.61641605210229,38.0823650419236,"RIMS2;NSF;RAB3C;MEF2C;SYN1;VAMP2"
"54","positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)","5/40",0.00115435273721046,0.0449342491410443,0,0,7.07594936708861,47.863246334953,"EIF5A;SFPQ;UBB;RPS7;BAD"
"55","canonical glycolysis (GO:0061621)","4/24",0.0012196016030948,0.0457786173161654,0,0,9.88888888888889,66.3468401698119,"PKM;PGAM1;ALDOA;GAPDH"
"56","glucose catabolic process to pyruvate (GO:0061718)","4/24",0.0012196016030948,0.0457786173161654,0,0,9.88888888888889,66.3468401698119,"PKM;PGAM1;ALDOA;GAPDH"
"57","glycolytic process through glucose-6-phosphate (GO:0061620)","4/25",0.00142920555507501,0.0517963806339254,0,0,9.41750841750842,61.69067480239,"PKM;PGAM1;ALDOA;GAPDH"
"58","positive regulation of peptidyl-threonine phosphorylation (GO:0010800)","4/25",0.00142920555507501,0.0517963806339254,0,0,9.41750841750842,61.69067480239,"MAPK1;CHI3L1;CALM3;CALM2"
"59","signal release from synapse (GO:0099643)","5/43",0.0016080221397707,0.0554751184252283,0,0,6.51632245169887,41.9178754654515,"SNAP25;HRH3;SYN2;SYN1;VAMP2"
"60","regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)","4/26",0.00166267005746403,0.0554751184252283,0,0,8.98898071625344,57.523458465582,"YWHAE;BAD;YWHAG;YWHAH"
"61","regulation of telomere maintenance (GO:0032204)","4/26",0.00166267005746403,0.0554751184252283,0,0,8.98898071625344,57.523458465582,"DHX36;ATRX;YLPM1;TERF2IP"
"62","maturation of LSU-rRNA (GO:0000470)","4/26",0.00166267005746403,0.0554751184252283,0,0,8.98898071625344,57.523458465582,"RPL35;SNU13;RPL10A;RPL7"
"63","positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)","4/26",0.00166267005746403,0.0554751184252283,0,0,8.98898071625344,57.523458465582,"YWHAE;BAD;YWHAG;YWHAH"
"64","response to amyloid-beta (GO:1904645)","5/44",0.00178484528634766,0.0586210123734811,0,0,6.34891269068484,40.1786085367024,"PRNP;GRIN2A;ATP1A3;CACNA1A;GRIN1"
"65","calcium-ion regulated exocytosis (GO:0017156)","4/27",0.00192135429535139,0.0611922231640701,0,0,8.59771629336847,53.7763508661947,"RIMS2;SYT12;SYT7;VAMP2"
"66","positive regulation of nitric oxide biosynthetic process (GO:0045429)","4/27",0.00192135429535139,0.0611922231640701,0,0,8.59771629336847,53.7763508661947,"HSP90AA1;HSP90AB1;INSR;CLU"
"67","cellular protein-containing complex assembly (GO:0034622)","10/168",0.00209579144192467,0.0657515464317261,0,0,3.15514443362545,19.46037562546,"HSP90AA1;HSP90AB1;CALY;CLTB;AP2S1;ARL2;CLTA;RPL38;CLU;VAMP2"
"68","regulation of microtubule polymerization or depolymerization (GO:0031110)","4/28",0.00220660427759322,0.0672214810362456,0,0,8.23905723905724,50.3925496726247,"STMN1;ARL2;STMN4;MAPRE3"
"69","positive regulation of nitric oxide metabolic process (GO:1904407)","4/28",0.00220660427759322,0.0672214810362456,0,0,8.23905723905724,50.3925496726247,"HSP90AA1;HSP90AB1;INSR;CLU"
"70","glycolytic process (GO:0006096)","4/29",0.00251974988623385,0.075664489440908,0,0,7.90909090909091,47.3248018315889,"PKM;PGAM1;ALDOA;GAPDH"
"71","Golgi to plasma membrane transport (GO:0006893)","5/48",0.00263673800818085,0.0780622999041709,0,0,5.75713865175155,34.1871140231388,"NSF;MACF1;ARFRP1;GOLGA4;VAMP2"
"72","regulation of mRNA stability (GO:0043488)","9/146",0.00272847514762449,0.0796563161153706,0,0,3.27005432449082,19.3064412144724,"CARHSP1;SET;UBB;FUS;DHX36;CIRBP;PUM1;RPS27A;ZC3H14"
"73","regulation of catecholamine secretion (GO:0050433)","4/30",0.00286210214248186,0.0812991716688766,0,0,7.6045066045066,44.5335032829827,"HRH3;SYT12;KCNB1;SYT7"
"74","RNA-dependent DNA biosynthetic process (GO:0006278)","4/30",0.00286210214248186,0.0812991716688766,0,0,7.6045066045066,44.5335032829827,"HSP90AA1;HSP90AB1;TERF2IP;PPIA"
"75","positive regulation of transferase activity (GO:0051347)","9/148",0.00298922180773711,0.0837779231981788,0,0,3.22267199028501,18.7325614438313,"HSP90AA1;HSP90AB1;PABPN1;FBXW7;INSR;NTRK3;TYRO3;MAPK1;SORL1"
"76","regulation of vesicle-mediated transport (GO:0060627)","7/96",0.00314892872670937,0.0870927392571461,0,0,3.90476598907854,22.4941579856933,"RIMS2;NSF;RAB3C;AP2S1;MAPK1;VAMP2;SYT7"
"77","activation of protein kinase B activity (GO:0032148)","4/31",0.0032349506829215,0.0871777735320639,0,0,7.32248410026188,41.9852316716616,"CCDC88A;INSR;NTRK3;PPIA"
"78","regulation of calcium ion-dependent exocytosis (GO:0017158)","4/31",0.0032349506829215,0.0871777735320639,0,0,7.32248410026188,41.9852316716616,"SCAMP5;SYT12;KCNB1;SYT7"
"79","neurotransmitter transport (GO:0006836)","6/73",0.00339729893353198,0.0903939539023318,0,0,4.43965451928176,25.2384352191347,"SNAP25;HRH3;GLUL;SYN2;SYN1;VAMP2"
"80","regulation of neuron apoptotic process (GO:0043523)","7/98",0.00353333127548372,0.0915723609024761,0,0,3.81855549031122,21.5577090490747,"NRBP2;PRNP;MEF2C;SET;KCNB1;TYRO3;FAIM2"
"81","negative regulation of protein phosphorylation (GO:0001933)","9/152",0.00356953574038277,0.0915723609024761,0,0,3.13188346180674,17.6491646842922,"PRNP;CAMK2N1;NTRK3;FKBP8;TERF2IP;CALM3;PPIA;CALM2;YWHAG"
"82","regulation of cell morphogenesis (GO:0022604)","4/32",0.00363956143313772,0.0915723609024761,0,0,7.06060606060606,39.6516017263224,"MACF1;ZMYM3;CFL1;PHIP"
"83","regulation of dendritic spine morphogenesis (GO:0061001)","4/32",0.00363956143313772,0.0915723609024761,0,0,7.06060606060606,39.6516017263224,"ABI2;CFL1;DHX36;LRP8"
"84","neuron projection organization (GO:0106027)","3/16",0.00366333896916272,0.0915723609024761,0,0,11.3855841891106,63.8660712079934,"PRNP;INSR;ATP1A3"
"85","regulation of exocytosis (GO:0017157)","5/52",0.00375027870929091,0.0915723609024761,0,0,5.26609210880689,29.4159961910478,"RIMS2;NSF;RAB3C;CADPS;VAMP2"
"86","regulation of guanyl-nucleotide exchange factor activity (GO:1905097)","2/5",0.00383366686937103,0.0915723609024761,0,0,32.8257956448911,182.640544928064,"CCPG1;STMN1"
"87","heart field specification (GO:0003128)","2/5",0.00383366686937103,0.0915723609024761,0,0,32.8257956448911,182.640544928064,"MESP1;MEF2C"
"88","secondary heart field specification (GO:0003139)","2/5",0.00383366686937103,0.0915723609024761,0,0,32.8257956448911,182.640544928064,"MESP1;MEF2C"
"89","nervous system development (GO:0007399)","18/447",0.00409850527631412,0.0967984055147446,0,0,2.10570058214037,11.5753160286922,"MESP1;PRPS1;MEF2C;RBFOX2;ZBTB16;ATN1;MTR;NAV2;ARHGAP26;KALRN;DCLK1;NRGN;NFASC;ADGRB2;TYRO3;NPTX1;LY6H;NBL1"
"90","positive regulation of protein localization to membrane (GO:1905477)","7/101",0.00417563312317778,0.0975242313879967,0,0,3.69611823940231,20.2491441740085,"YWHAE;PRNP;BAD;KCNB1;SORBS1;YWHAG;YWHAH"
"91","regulation of apoptotic process (GO:0042981)","26/742",0.0042236123958456,0.0975608050117302,0,0,1.83350760314283,10.0239043260377,"RBM25;CSRNP3;RPL10;ARL6IP1;FAIM2;CLU;LRP8;KALRN;CCAR1;PRDX2;UBB;CFL1;RPS27A;CTSD;MEF2C;HSP90AA1;BAD;ACTN1;RPS6;MIF;PNMA2;KCNMA1;PHIP;ERCC5;PTMA;PPIA"
"92","negative regulation of apoptotic process (GO:0043066)","19/485",0.00434217498531226,0.0980104745075365,0,0,2.04761582913724,11.1377603997251,"YWHAE;MEF2C;SET;RPL10;ARL6IP1;FAIM2;MIF;MTRNR2L1;PRDX2;NRBP2;SFPQ;UBB;CFL1;TYRO3;MAPK1;PHIP;ERCC5;RPS27A;PTMA"
"93","negative regulation of amyloid-beta formation (GO:1902430)","3/17",0.00438296127674045,0.0980104745075365,0,0,10.5717884130982,57.4051355573169,"PRNP;CLU;SORL1"
"94","positive regulation of regulated secretory pathway (GO:1903307)","3/17",0.00438296127674045,0.0980104745075365,0,0,10.5717884130982,57.4051355573169,"SCAMP5;SLC4A8;KCNB1"
"95","positive regulation of protein dephosphorylation (GO:0035307)","4/34",0.00454900206635881,0.100652656247223,0,0,6.58922558922559,35.5346880614985,"HSP90AB1;CALM3;CALM2;PPIA"
"96","regulation of regulated secretory pathway (GO:1903305)","4/35",0.00505622690247451,0.110710301552098,0,0,6.37634408602151,33.7125903650759,"RIMS2;SYT12;SYN1;SYT7"
"97","positive regulation of phosphoprotein phosphatase activity (GO:0032516)","3/18",0.00518233090540606,0.112301644981068,0,0,9.86649874055416,51.9224529983198,"HSP90AB1;CALM3;CALM2"
"98","cellular response to peptide (GO:1901653)","5/57",0.00557166465288335,0.117897523267408,0,0,4.75851996105161,24.6970108148146,"PRNP;GRIN2A;ATP1A3;CACNA1A;GRIN1"
"99","cardiac ventricle formation (GO:0003211)","2/6",0.00567459071935495,0.117897523267408,0,0,24.6180904522613,127.318777638749,"MESP1;MEF2C"
"100","negative regulation of triglyceride metabolic process (GO:0090209)","2/6",0.00567459071935495,0.117897523267408,0,0,24.6180904522613,127.318777638749,"FBXW7;SORL1"
"101","positive regulation of nuclear cell cycle DNA replication (GO:0010571)","2/6",0.00567459071935495,0.117897523267408,0,0,24.6180904522613,127.318777638749,"ATRX;DBF4B"
"102","response to calcium ion (GO:0051592)","7/107",0.00572100255626812,0.117897523267408,0,0,3.47328244274809,17.9346801807454,"MEF2C;HOMER1;SYT12;KCNMA1;CALM3;CALM2;SYT7"
"103","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)","7/108",0.00601526494974936,0.119121622523681,0,0,3.43871715415816,17.5837250209661,"UBB;PEG10;STUB1;RPS27A;NBL1;SORL1;TRIM33"
"104","regulation of nervous system process (GO:0031644)","3/19",0.00606375528545853,0.119121622523681,0,0,9.24937027707809,47.2219753737298,"DLGAP1;NPTX1;NPTX2"
"105","excitatory postsynaptic potential (GO:0060079)","3/19",0.00606375528545853,0.119121622523681,0,0,9.24937027707809,47.2219753737298,"MEF2C;GRIN2A;GRIN1"
"106","regulation of synaptic vesicle exocytosis (GO:2000300)","3/19",0.00606375528545853,0.119121622523681,0,0,9.24937027707809,47.2219753737298,"RIMS2;SLC4A8;SYN1"
"107","negative regulation of amyloid precursor protein catabolic process (GO:1902992)","3/19",0.00606375528545853,0.119121622523681,0,0,9.24937027707809,47.2219753737298,"PRNP;CLU;SORL1"
"108","regulation of transport (GO:0051049)","4/37",0.00618144149003761,0.11920541295467,0,0,5.98928680746863,30.4627332229861,"MYO6;ACTB;VAMP2;ACTG1"
"109","glutamate receptor signaling pathway (GO:0007215)","4/37",0.00618144149003761,0.11920541295467,0,0,5.98928680746863,30.4627332229861,"GRIN2A;HOMER1;KCNB1;GRIN1"
