"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"11","rRNA metabolic process (GO:0016072)","68/162",1.84364695411982e-11,8.7238021783579e-09,0,0,3.086230365605,76.2814003654259,"RPL30;RPL3;RPL32;RPL31;RPL34;RPL10A;RPL9;WDR46;RPL6;WDR43;RPL7;RPS15;RPS14;RPL7A;RPS17;RPS19;RPL35;RPLP2;RPL38;RPL37;RPL39;UTP14A;UTP15;RPL21;RPS7;DIS3;RPL23;RPL22;RPS6;DDX10;WDR75;RPL13A;MRTO4;RPL37A;RPL24;RPL27;RPL26;MAPT;RPL10;RPL12;HEATR1;RPL36A;SNU13;NOL9;NOL6;RRP7A;EXOSC10;RPL14;RPL17;MDN1;EXOSC1;RPL19;NOP56;RPL41;NOP58;UTP4;KRR1;RPL35A;RPL23A;WDR55;RPS25;RPS28;RPS27;LAS1L;RPL27A;ESF1;RPS24;MPHOSPH6"
"12","ribosome biogenesis (GO:0042254)","76/192",3.87712352096616e-11,1.68170232721907e-08,0,0,2.79724981882562,67.0594279782487,"RPL30;RPL3;RPL32;RPL31;RPL34;MRPL36;RPL10A;RPL9;WDR46;RPL6;WDR43;RPL7;RPS15;RPS14;RPL7A;RPS17;XPO1;RPS19;RPL35;RPLP2;RPL38;RPL37;GLUL;RPL39;UTP14A;UTP15;NOM1;RPL21;RPS7;DIS3;RPL23;RPL22;RPS6;DDX10;WDR75;RPL13A;TSC1;MRTO4;RPL37A;RPL24;RPL27;RPL26;RPL10;RPL12;HEATR1;RPL36A;SNU13;NOL9;MALSU1;RPF2;NOL6;RRP7A;EXOSC10;RPL14;RPL17;MDN1;EXOSC1;RPL19;NOP56;RPL41;NOP58;NPM1;UTP4;KRR1;RPL35A;RPL23A;WDR55;RPS25;RPS28;RPS27;LAS1L;RPL27A;ESF1;DHX29;RPS24;MPHOSPH6"
"13","cellular macromolecule biosynthetic process (GO:0034645)","109/314",4.63775134296468e-11,1.8568842877024e-08,0,0,2.27752248536978,54.1918400941719,"RPL30;RPL3;RPL32;RPL31;RPL34;RPL10A;RPL9;RPL6;RPL7;RPS15;EEF1B2;RPS14;RPS17;RPS19;RPS18;RPL35;RPL38;RPL37;RPL39;RPS13;RPS12;RPL21;RPS7;RPS8;RPL23;RPL22;RPS6;REV1;RPSA;MRPS18C;EEF1A1;EEF1A2;RPL24;RPL27;RPL26;SET;BAZ2A;RPS4Y1;ORC6;RPL41;MRPL28;CDC7;CDC6;MRPL23;EEF2;HARS2;EXT1;RPS26;RPS25;PPP5C;RPS28;RPS27;COPS5;FUBP3;RPL27A;AGO2;ATM;MMS19;RNPS1;RPS20;RPS21;RPS24;RPS23;RAD9A;HBS1L;THRB;MRPL36;MRPL32;PTMS;RPS4X;MRPL42;RPL7A;RPLP2;POLL;RFC5;TOP3A;RPL13A;RPS3A;MRPS7;MRPS5;TOPORS;MRPL51;RPL37A;RBMS1;MRRF;PTMA;RPL10;RPL12;RPL36A;TBRG1;RECQL5;RPS15A;POLR2D;RPL14;RPS3;POLR2E;RPS27A;RPL17;RPL19;DUT;RPA1;RPL35A;NAP1L1;RPL23A;RAD50;POLR3A;RPS6KB2;RAD1;INHA"
"14","translation (GO:0006412)","79/214",8.39232058184494e-10,3.12014490203592e-07,0,0,2.49747564390802,52.1935793054627,"HBS1L;RPL30;RPL3;RPL32;RPL31;RPL34;MRPL36;RPL10A;RPL9;RPL6;MRPL32;RPL7;RPS15;EEF1B2;RPS4X;RPS14;MRPL42;RPL7A;RPS17;RPS19;RPS18;RPL35;RPLP2;RPL38;RPL37;RPL39;RPS13;RPS12;RPL21;RPS7;RPS8;RPL23;RPL22;RPS6;RPL13A;RPSA;RPS3A;MRPS7;MRPS5;MRPS18C;EEF1A1;MRPL51;PPA2;EEF1A2;RPL37A;RPL24;RPL27;RPL26;MRRF;RPL10;RPL12;RPL36A;RPS4Y1;RPS15A;RPL14;RPS3;RPS27A;RPL17;RPL19;PTCD3;RPL41;MRPL28;RPL35A;RPL23A;MRPL23;EEF2;HARS2;RPS26;RPS25;RPS28;RPS27;COPS5;RPL27A;AGO2;RPS6KB2;RPS20;RPS21;RPS24;RPS23"
"15","regulation of mRNA splicing, via spliceosome (GO:0048024)","40/90",3.74540752981997e-08,1.29965641284753e-05,0,0,3.39710144927536,58.0909454117711,"DAZAP1;RBM25;KHDRBS2;KHDRBS3;CELF1;CELF2;STH;CELF3;CELF4;CELF5;RBM3;PTBP1;RBM4;PCBP4;C1QBP;TRA2B;TRA2A;SRSF10;ZBTB7A;RBM5;SRSF12;DDX17;RBM39;SRRM4;TIA1;MBNL2;RBFOX2;CIRBP;SON;THRAP3;NOVA1;NCL;SRSF4;RNPS1;NUP98;NSRP1;RBM24;SRSF7;RBMX;SF1"
"16","mRNA processing (GO:0006397)","93/300",5.47287640548666e-07,0.000178039510565988,0,0,1.91596371776699,27.6249230444592,"TCERG1;DDX46;PDCD7;CELF1;AKAP8L;DDX42;PPWD1;CASC3;ELAVL2;CCAR1;PNN;PTBP1;RBM4;RSRC1;RBMX2;SNRNP70;RAVER2;CMTR2;RBM5;RBM6;SRRM2;AQR;SRRM4;IK;RBM14;SNRPN;USP49;SCAF11;METTL3;RBM19;THOC1;PRPF40A;PRPF4B;THOC2;PLRG1;THOC5;CDC40;SFPQ;DDX39B;HNRNPH1;PSPC1;ZC3H11A;SRSF2;PPIE;HNRNPH2;SRSF4;SNRPA1;SRSF5;SNRNP200;PRMT9;SRSF7;SF1;RNMT;CSTF3;CWF19L2;SNU13;U2AF1;RNPC3;U2AF1L4;PABPN1;PCBP1;TRA2B;POLR2D;TRA2A;POLR2E;SYMPK;RPRD1B;SF3B1;SRSF10;SRSF12;CPSF4;CPSF7;PRPF38A;FUS;NONO;UPF3B;GTF2H1;GTF2H2;GTF2H3;U2SURP;LSM8;SON;NOVA1;CWF19L1;HNRNPA2B1;RBM41;RNPS1;PRPF31;SNRNP48;HNRNPC;MNAT1;RBMX;SUGP1"
"17","modulation of chemical synaptic transmission (GO:0050804)","43/109",7.08968499541825e-07,0.000217069472947953,0,0,2.76601857179389,39.1653147795844,"ITGB1;MCTP1;NLGN2;LRRK2;CLSTN1;CAMK2A;CACNA1B;LRRC4;CACNA1A;ATP1A2;CPLX2;LRP8;CPLX3;BEGAIN;RIMS2;GRM3;GRM2;RIMS3;TMEM108;DLGAP1;NPTX1;LRRC4C;NPTX2;DLGAP2;SLC12A2;MEF2C;GRID2;UNC13A;HOMER1;SYT1;BDNF;MAPK8IP2;SYN3;DGKZ;SYN1;BAIAP3;SLC8A3;SLC4A8;ARC;CDK5;NRG3;NPTXR;DGKI"
"18","protein localization to plasma membrane (GO:0072659)","50/136",1.14298072398943e-06,0.000330511926020276,0,0,2.4698165954963,33.7917121463393,"RAB3B;RAB3C;RAB3A;RAB3D;F11R;EFR3A;ZFYVE27;BSG;FLOT1;TMEM150A;ACTN2;TESC;ATP1B3;ANK3;FAM126B;ANK1;RAP2A;PACS2;ITGB1BP1;TNIK;ROCK1;ROCK2;STXBP1;ZDHHC23;LRP6;SLC9A3R2;RAB40B;EPB41L3;MAP7;PIP5K1A;TSPAN5;FLNA;SCN3B;PPIL2;KCNB1;PTCH1;SEC16A;KCNB2;KCNIP3;KCNIP4;MYO5A;EFR3B;RAB10;CCDC88A;DLG1;TSPAN14;RAB15;SLMAP;RAMP1;RAB40AL"
"19","protein localization to cell periphery (GO:1990778)","51/140",1.23479941241087e-06,0.00033827004955782,0,0,2.43448464261111,33.1201946869552,"RAB3B;RAB3C;RAB3A;RAB3D;F11R;AP4M1;EFR3A;ZFYVE27;BSG;FLOT1;TMEM150A;ACTN2;TESC;ATP1B3;ANK3;FAM126B;ANK1;RAP2A;PACS2;ITGB1BP1;TNIK;ROCK1;ROCK2;STXBP1;ZDHHC23;LRP6;SLC9A3R2;RAB40B;EPB41L3;MAP7;PIP5K1A;TSPAN5;FLNA;SCN3B;PPIL2;KCNB1;PTCH1;SEC16A;KCNB2;KCNIP3;KCNIP4;WDR19;MYO5A;EFR3B;RAB10;DLG1;TSPAN14;RAB15;SLMAP;RAMP1;RAB40AL"
"20","protein localization to membrane (GO:0072657)","65/195",1.81125165472986e-06,0.000471378243143447,0,0,2.12665782493369,28.1175903329814,"RAB3B;RAB3C;RAB3A;RAB3D;LRRC4;F11R;CYP46A1;AP4M1;EFR3A;ZFYVE27;BSG;FLOT1;TMEM150A;ACTN2;TESC;MAGI2;ATP1B3;ANK3;FAM126B;ANK1;RAP2A;PACS2;ITGB1BP1;TNIK;NLGN2;ROCK1;ROCK2;STXBP1;NRXN1;ZDHHC23;THY1;LRP6;SLC9A3R2;RAB40B;EPB41L3;MAP7;PIP5K1A;TSPAN5;FLNA;SCN3B;PPIL2;KCNB1;KCNB2;PTCH1;SEC16A;KCNIP3;RFTN1;WDR19;KCNIP4;AP3D1;MYO5A;BRAF;SYNJ2BP;EFR3B;RAB11B;RAB10;TM9SF1;DLG1;TSPAN14;DLG2;RAB15;SLMAP;AGRN;RAMP1;RAB40AL"
"21","peptidyl-serine modification (GO:0018209)","57/169",5.06177758410313e-06,0.00125459772977413,0,0,2.16247494895258,26.3687715387306,"SMG1;GALNT16;MAST4;MAST3;LRRK2;PKD1;RPS6KA3;RPS6KA6;AKT2;AKT3;TLK2;PDK3;TLK1;CAMK1D;CSNK2A1;PRKCB;DYRK1A;PRKCA;CSNK1E;VRK3;LATS1;DGKQ;ULK3;ULK2;MAPKAPK5;ULK1;PRKD1;CSNK1G1;BRSK1;ROCK1;TNKS;ROCK2;CAMK2A;STK39;STK4;MGAT5B;MKNK1;MAPK1;RICTOR;MARK3;MARK2;DMPK;NAA10;CSNK1A1;GALNT2;CDC7;MAPK14;MTOR;SBK1;CDK5;CAMK4;RPS6KB2;ATM;PKN1;MAP3K13;MAP3K12;TAF1"
"22","positive regulation of signal transduction by p53 class mediator (GO:1901798)","14/22",5.9490069272243e-06,0.00140748095710011,0,0,7.39982988746401,89.0368714466698,"EIF5A;HEXIM1;RPS7;RPL23;CHD5;RPS15;SPRED3;SPRED2;SPRED1;UBB;ATM;RPS20;RPL37;CDK5RAP3"
"23","peptidyl-serine phosphorylation (GO:0018105)","53/156",8.42373990751189e-06,0.00187872321141844,0,0,2.18532856196701,25.5343768675104,"SMG1;MAST4;MAST3;LRRK2;PKD1;RPS6KA3;RPS6KA6;AKT2;AKT3;TLK2;PDK3;TLK1;CAMK1D;CSNK2A1;PRKCB;DYRK1A;PRKCA;CSNK1E;VRK3;LATS1;DGKQ;ULK3;ULK2;MAPKAPK5;ULK1;PRKD1;CSNK1G1;BRSK1;ROCK1;TNKS;ROCK2;CAMK2A;STK39;STK4;MKNK1;MAPK1;RICTOR;MARK3;MARK2;DMPK;CSNK1A1;CDC7;MAPK14;MTOR;SBK1;CDK5;CAMK4;RPS6KB2;ATM;PKN1;MAP3K13;MAP3K12;TAF1"
"24","cilium assembly (GO:0060271)","92/314",8.66270068665562e-06,0.00187872321141844,0,0,1.76516404194737,20.5756064589809,"YWHAE;TRAF3IP1;AVIL;IFT172;CETN2;CEP164;TXNDC15;PKD1;PTPDC1;CDC14B;RPGR;ACTR1A;PCM1;PPP2R1A;TBC1D32;TCTN2;CEP250;CFAP46;TEKT4;TNPO1;BBS5;YWHAG;CDK5RAP2;OFD1;ACTR2;HSP90AA1;MKKS;EXOC7;DNAAF1;TUBB;CCDC113;ARMC9;RFX3;OCRL;CSNK1E;TMEM80;DYNLL2;TUBA4A;CFAP221;IFT43;RILPL1;TMEM138;EXOC3;EXOC6;ATP6V0D1;GAS8;EXOC1;PAFAH1B1;SDCCAG8;CNGB1;DYNC1I2;INTU;SSNA1;DNAH5;ASAP1;HDAC6;DYNC2LI1;KIF3B;PRKAR2B;KIF3A;STK36;HAUS7;TMEM67;TTC21B;FLNA;NPHP3;CEP192;NPHP4;PCNT;CEP78;BBS2;DYNC1H1;CFAP74;ODF2;CCDC57;WDR19;SCLT1;BBIP1;TUBB4B;TUBB4A;WDR11;IFT20;AHI1;TTLL3;ALMS1;CEP83;TRIP11;IFT27;DYNLRB1;CCDC66;DZIP1;CLUAP1"
"25","regulation of cellular response to heat (GO:1900034)","32/79",9.44737500230899e-06,0.00196694347548073,0,0,2.88560542908454,33.3858016074503,"YWHAE;POM121;HSP90AB1;HSPB8;CAMK2A;NUP160;DNAJB1;HSPH1;POM121C;NUP85;TPR;EP300;MAPK1;MAPK3;RANBP2;HSP90AA1;CREBBP;NUP133;NUP210;PTGES3;RPA1;MTOR;NUP93;DNAJC2;NUP50;ATM;MAPT;NUP98;FKBP4;CRYAB;HSPA1B;HSPA1A"
"26","positive regulation of RNA splicing (GO:0033120)","17/31",1.03197530280677e-05,0.00206593517350354,0,0,5.13670208785452,58.9767919342633,"DAZAP1;STH;CELF3;CELF4;CIRBP;DYRK1A;PIK3R1;RBM3;SETX;THRAP3;TRA2B;NCL;TRA2A;HABP4;NUP98;RBMX;HSPA1A"
"27","positive regulation of mRNA processing (GO:0050685)","14/23",1.25122045825844e-05,0.00241207499453154,0,0,6.57721945971095,74.2489546539108,"DAZAP1;STH;CELF3;CELF4;CIRBP;RBM3;THRAP3;NCL;TRA2B;DHX36;TRA2A;LEO1;NUP98;RBMX"
"28","positive regulation of mRNA splicing, via spliceosome (GO:0048026)","12/18",1.41585237327403e-05,0.00263196842960404,0,0,8.45357049437614,94.3857522908787,"RBM3;DAZAP1;THRAP3;STH;NCL;TRA2B;CELF3;TRA2A;CELF4;CIRBP;NUP98;RBMX"
"29","negative regulation of macroautophagy (GO:0016242)","15/26",1.51533880343847e-05,0.00271977188686112,0,0,5.76653974297953,63.9929431708054,"USP36;RUBCN;SMG1;LRRK2;TSC2;TSC1;MTOR;NRBP2;SCFD1;PIK3CA;FEZ2;CHMP4A;SMCR8;LZTS1;UBQLN4"
"30","regulation of alternative mRNA splicing, via spliceosome (GO:0000381)","24/54",1.93822527528889e-05,0.00332139389532208,0,0,3.38703752295985,36.7532614203141,"DDX17;RBM25;SRRM4;KHDRBS2;MBNL2;RBFOX2;KHDRBS3;CELF1;CELF2;CELF3;CELF4;CELF5;PTBP1;RBM4;THRAP3;NOVA1;TRA2B;RNPS1;NSRP1;RBM24;ZBTB7A;RBMX;RBM5;SRSF12"
"31","regulation of cell-substrate junction assembly (GO:0090109)","13/21",1.99835487771751e-05,0.00332139389532208,0,0,6.86947278911565,74.3318253956393,"MACF1;DUSP3;LDB1;ROCK1;LIMCH1;ROCK2;EFNA5;PTK2;ACTG1;SLK;PEAK1;GPM6B;VCL"
"32","mRNA splicing, via spliceosome (GO:0000398)","81/274",2.04197127089926e-05,0.00332139389532208,0,0,1.78563521880633,19.2830922528743,"DDX46;PDCD7;CELF4;DDX42;PPWD1;CASC3;ELAVL2;CCAR1;PNN;PTBP1;RBM4;RSRC1;RBMX2;SNRNP70;RAVER2;RBM5;RBM6;DDX17;SRRM2;AQR;IK;RBM14;SNRPN;USP49;SCAF11;METTL3;RBM19;PRPF40A;PRPF4B;PLRG1;CDC40;SFPQ;SCNM1;DDX39B;HNRNPH1;PSPC1;SRSF2;STRAP;PPIE;HNRNPH2;SRSF4;SNRPA1;SRSF5;SNRNP200;SRSF7;SF1;CSTF3;CWF19L2;SNU13;U2AF1;RNPC3;U2AF1L4;PABPN1;PCBP1;TRA2B;POLR2D;TRA2A;POLR2E;SYMPK;SF3B1;SRSF10;SRSF12;CPSF4;CPSF7;PRPF38A;FUS;NONO;UPF3B;U2SURP;LSM8;NOVA1;CWF19L1;HNRNPA2B1;RBM41;RNPS1;PRPF31;SNRNP48;HNRNPC;CDK13;RBMX;SUGP1"
"33","synapse organization (GO:0050808)","44/126",2.20454508733727e-05,0.00347716884230015,0,0,2.27641847507897,24.4086792160876,"PTPRS;NLGN2;PLXND1;CTNND2;LRRK2;NRXN1;LRRC4;ARHGAP39;SLC6A1;GPHN;PTPRF;SLITRK2;SLITRK1;SPOCK2;DNER;SNCG;NRCAM;LRRC4C;SNCB;PPFIA4;KIRREL3;UNC13B;NTNG1;FARP1;UNC13A;DBNL;DSCAM;BDNF;RYK;CHCHD10;PCDHB13;ANK3;L1CAM;DNM3;SLC8A3;SDK1;LRFN5;PPFIBP1;CDK5;MAPT;AGRN;SHANK2;CBLN2;ADGRL3"
"34","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)","75/251",2.72356079552098e-05,0.0041694511590255,0,0,1.81209955270793,19.0469518056027,"DDX46;PDCD7;DDX42;PPWD1;CASC3;ELAVL2;CCAR1;PNN;PTBP1;RBM4;RSRC1;RBMX2;SNRNP70;RAVER2;RBM5;RBM6;SRRM2;AQR;IK;RBM14;SNRPN;USP49;METTL3;RBM19;PRPF40A;PRPF4B;PLRG1;CDC40;SFPQ;DDX39B;HNRNPH1;PSPC1;SRSF2;PPIE;HNRNPH2;SRSF4;SNRPA1;SRSF5;SNRNP200;SRSF7;SF1;CSTF3;CWF19L2;SNU13;U2AF1;RNPC3;U2AF1L4;PABPN1;PCBP1;TRA2B;POLR2D;TRA2A;POLR2E;SYMPK;SF3B1;SRSF10;SRSF12;CPSF4;CPSF7;PRPF38A;FUS;NONO;UPF3B;U2SURP;LSM8;NOVA1;CWF19L1;HNRNPA2B1;RBM41;RNPS1;PRPF31;SNRNP48;HNRNPC;RBMX;SUGP1"
"35","negative regulation of RNA splicing (GO:0033119)","12/19",3.16991991401255e-05,0.00471412375783867,0,0,7.24546915287172,75.0574027348131,"RPS26;PTBP1;PCBP4;C1QBP;RNPS1;SRSF4;RBMX;SRSF10;SRSF7;RPS13;PTBP3;SRSF12"
