"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"11","rRNA processing (GO:0006364)","54/173",4.04313980088724e-14,1.64261743365137e-11,0,0,4.00465557878255,123.500253117694,"RPL3;RPL32;RPL31;RPL34;THUMPD1;PWP2;RPL10A;TFB1M;RPL9;RPL6;WDR43;RPL7;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL35;RPLP2;RPL37;RRP15;RPL21;RPS7;IMP3;RPL23;RPL22;RPS6;RPL13A;EBNA1BP2;RPL37A;RPL24;RPL27;RPL26;RPL10;RPL12;RPL36A;SNU13;NOL6;RRP7A;RPL14;RPL13;RPS2;RPL19;NOP56;RPL35A;RPL23A;WDR55;RPS25;RPS27;LAS1L;RPL27A;MPHOSPH10;ESF1;RPS24"
"12","cellular macromolecule biosynthetic process (GO:0034645)","77/314",3.59708712458366e-13,1.33961519664703e-10,0,0,2.8810570730624,82.5523164741478,"RPL3;RPL32;RPL31;RPL34;MRPS12;RPL10A;RPL9;RPL6;RPL7;PTMS;MRPL41;RPS4X;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL35;RPLP2;RPL37;RPS13;RPS12;MEF2A;RPL21;RPS7;RPS8;RPL23;RPL22;TOP3A;RPS6;RPL13A;RPS3A;MRPS5;MRPS18C;MRPL51;EEF1A2;RPL37A;RPL24;RBMS1;RPL27;RPL26;PTMA;RPL10;RPL12;RPL36A;BAZ2A;RPS4Y1;TBRG1;RPS15A;FUT9;RPL14;POLR2E;RPL13;RPS2;RPS27A;RPL19;POLR2L;RPA1;MRPL28;RPL35A;NAP1L1;RPL23A;MRPL23;EEF2;EXT1;RPS26;RPS25;RPS27;POLR3A;RPL27A;RNPS1;RPS20;INHA;RSL24D1;RPS24;RPS23"
"13","ncRNA processing (GO:0034470)","57/201",7.51207993609589e-13,2.58242194110866e-10,0,0,3.49354838709677,97.5297181080871,"RPL3;RPL32;RPL31;RPL34;INTS10;PWP2;RPL10A;RPL9;RPL6;WDR43;RPL7;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL35;RPLP2;DGCR8;RPL37;RPL21;RPS7;IMP3;RPL23;RPL22;RPS6;RPL13A;DICER1;EBNA1BP2;RPL37A;RPL24;RPL27;RPL26;RPL10;RPL12;RPL36A;SNU13;NOL6;RRP7A;RPL14;RPL13;RPS2;RPL19;NOP56;SMAD1;INTS1;INTS3;RPL35A;RPL23A;WDR55;RPS25;RPS27;LAS1L;RPL27A;MPHOSPH10;ESF1;RPS24"
"14","ribosome biogenesis (GO:0042254)","54/192",4.29084063855636e-12,1.3696976295506e-09,0,0,3.44960572241134,90.2918376156341,"RPL3;RPL32;RPL31;RPL34;PWP2;RPL10A;RPL9;RPL6;WDR43;RPL7;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL35;RPLP2;RPL37;RPL21;RPS7;IMP3;RPL23;RPL22;RPS6;RPL13A;TSC1;EBNA1BP2;RPL37A;RPL24;RPL27;RPL26;RPL10;RPL12;RPL36A;SNU13;NOL6;RRP7A;RPL14;RPL13;RPS2;RPL19;NOP56;RPL35A;RPL23A;WDR55;RPS25;RPS27;LAS1L;RPL27A;MPHOSPH10;ESF1;DHX29;RPS24;RAN"
"15","cellular protein metabolic process (GO:0044267)","90/417",8.96372014414926e-12,2.67059102161353e-09,0,0,2.44415334339329,62.1739713714804,"APP;RPL3;RPL32;RPL31;RPL34;MRPS12;RPL10A;NAGPA;TTF1;RPL9;FBXO22;RPL6;RPL7;UBE2L3;MRPL41;RPS4X;UBL5;RPL7A;RPS17;LGALS1;RPS16;SERP1;RPL18A;RPS19;RPS18;AKT2;RPL35;RPLP2;RPL37;RPS13;RPS12;RPL21;RPS7;RPS8;RPL23;IGFBP3;FBXO2;RPL22;RPS6;RPL13A;RPS3A;MRPS5;MRPS18C;ADAM17;VCAN;MRPL51;VGF;RPL37A;EEF1A2;RPL24;SPARCL1;YME1L1;RPL27;SCG3;RPL26;RPL10;RPL12;HM13;RPL36A;DENND3;SPG7;RPS4Y1;RPS15A;STK38;RPL14;RPL13;RPS2;RPS27A;RPL19;MBTPS1;TMEM132A;CCDC59;MRPL28;RPL35A;RPL23A;LAMB1;MRPL23;KTN1;RPS26;BMP4;RPS25;RPS27;MGAT4A;RPL27A;RPS20;FBXL2;RSL24D1;RPS24;RPS23;FBN1"
"16","mitochondrial ATP synthesis coupled electron transport (GO:0042775)","25/71",1.8196271524576e-08,5.08244609020814e-06,0,0,4.74766891102568,84.6131885621883,"NDUFA13;NDUFB7;NDUFA11;UQCRB;NDUFA12;NDUFB11;NDUFA10;UQCR11;UQCR10;COX6A1;COX5B;COX5A;UQCRH;CYC1;COA6;COX8A;NDUFA4;NDUFA3;NDUFA1;NDUFC2;NDUFC1;COX6C;COX6B1;NDUFS7;NDUFS5"
"17","aerobic electron transport chain (GO:0019646)","24/70",6.29715373241426e-08,1.65541059000937e-05,0,0,4.55553668478261,75.5334541168114,"COX8A;NDUFA13;NDUFB7;NDUFA11;UQCRB;NDUFA12;NDUFB11;NDUFA4;NDUFA3;NDUFA10;NDUFA1;NDUFC2;NDUFC1;UQCR11;UQCR10;COX6A1;COX5B;COX6C;COX5A;UQCRH;COX6B1;NDUFS7;NDUFS5;CYC1"
"18","regulation of protein polymerization (GO:0032271)","13/35",2.50746777064901e-05,0.00622548525946134,0,0,5.13881407567663,54.4388084080599,"HSP90AA1;ARL2;GBA2;CAMSAP1;TPPP3;HAX1;CTTN;MAP2;MAPRE3;TPPP;MAPT;PAK3;PFN1"
"19","regulation of microtubule polymerization (GO:0031113)","14/40",2.68957698883611e-05,0.00632616819110977,0,0,4.68393511250654,49.2915857128076,"ARL2;GBA2;TUBB4A;CAMSAP1;CLIP3;PAK1;CLIP1;NAV3;MAP2;STMN1;MAPRE3;RAC1;MAPT;SNCA"
"20","regulation of mRNA splicing, via spliceosome (GO:0048024)","23/90",3.24702511756933e-05,0.00725547762520867,0,0,2.99238070263616,30.9268118515233,"SRPK2;DAZAP1;RBM25;RBFOX2;RBFOX3;CELF1;CELF2;CIRBP;CELF5;RBM3;RBM4;SON;PCBP4;U2AF2;NOVA1;C1QBP;NCL;TRA2B;TRA2A;RNPS1;NSRP1;SRSF10;RBM5"
"21","neuron development (GO:0048666)","31/143",5.24391235381702e-05,0.0107790300699862,0,0,2.41607755302023,23.8125163440998,"APP;TENM2;ATP8A2;MYT1L;RASGRF1;GBA;STMN3;STMN4;ASCL1;GBA2;CAMSAP1;BLOC1S1;MAP2;STMN1;MAP4;NCDN;STX3;SH3GL2;GPM6B;MEF2C;UNC5A;ETV1;LAMB1;THOC2;POU3F2;ADCYAP1;GPRIN1;TBC1D24;DCX;CNTN4;MAPT"
"22","regulation of neurotransmitter receptor activity (GO:0099601)","17/58",5.30630256298271e-05,0.0107790300699862,0,0,3.60903210491959,35.5274209905758,"PRRT1;APP;GRIA2;MEF2C;MAPK8IP2;GRIN2B;SHISA7;BEGAIN;GRIN1;CACNG8;GRIN2A;CRH;PTK2B;DLGAP1;NPTX2;DLGAP2;GRIA3"
"23","chemical synaptic transmission (GO:0007268)","54/306",6.63968849310043e-05,0.0120503485410439,0,0,1.87696446269291,18.0561361374089,"GABRB2;SNAP25;RAB3A;HTR2A;CDH8;NRGN;GRM3;DLGAP1;PRKACB;DLGAP2;UNC13A;PDYN;SYN2;SYN1;GABRG1;PRKAR1B;TBC1D24;CRH;AMPH;VAMP2;PAFAH1B1;NAPA;GRIA2;CACNA1B;CACNA1A;NRXN2;LIN7C;CAMKK2;GRIN2A;HRH3;PRKAR2B;HRH2;MAPK1;MBP;NPTX2;SNCB;GRIA3;SNCA;SYT5;NLGN4Y;GABBR2;GABRA1;RIC3;DTNA;HOMER1;HTR1F;GABRA3;GRIN2B;GRIN1;NOVA1;APBA1;CALM1;APBA2;SCN2B"
"24","substantia nigra development (GO:0021762)","14/43",6.73798057310465e-05,0.0120503485410439,0,0,4.19868637110016,40.3290762307333,"YWHAE;CCDC14;DYNLL1;ACTB;COX6B1;FGF9;BASP1;MBP;CALM3;CKB;CALM1;CALM2;INA;YWHAH"
"25","response to reactive oxygen species (GO:0000302)","17/59",6.74107660608855e-05,0.0120503485410439,0,0,3.52290580465763,33.8364738816469,"JUN;ERCC6L2;GSTP1;FOS;AGAP3;SOD2;CAMKK2;PRDX5;PDCD10;CAT;MAPK1;APOD;ROMO1;MPV17;MAPT;PDK2;MAPK3"
"26","RNA processing (GO:0006396)","36/179",7.32869607645744e-05,0.0122361873213093,0,0,2.19908774918598,20.9377956210872,"TCERG1;CELF1;CELF2;WBP4;U2AF1;TSEN2;RNPC3;RBM3;RBM4;ALKBH5;PABPN1;PPP2R1A;U2AF2;RBM5;RBM6;SRPK2;SNRPN;NONO;THOC1;PRPF4B;DICER1;SFPQ;SON;SCNM1;NOVA1;MPHOSPH10;LUC7L3;RBMS1;RNPS1;SNRPA1;PPIG;HNRNPC;AURKAIP1;TARDBP;PRMT9;SLU7"
"27","cytoplasmic microtubule organization (GO:0031122)","16/54",7.56776937810347e-05,0.0122361873213093,0,0,3.66373131271759,34.7652457390685,"CEP126;DST;STMN3;WDR73;CAMSAP1;CLIP3;CLIP2;CCDC88A;PCM1;CLIP1;HOOK2;TUBGCP5;CHP1;MAPT;TPPP;KPNB1"
"28","positive regulation of protein modification process (GO:0031401)","41/214",7.66644092630701e-05,0.0122361873213093,0,0,2.07180323483121,19.6325586587177,"APP;TFRC;GBA;PELI2;CRKL;CAMKK2;MYDGF;FLCN;PAK1;FGF9;THPO;AKT2;RB1CC1;FLOT1;NPTN;CHP1;RAC1;MAPK3;PPP1R16B;HSP90AA1;LIMCH1;INSR;CEP295;NTRK3;ASPSCR1;MT3;PTK2;CLIP3;BMP4;ADAM17;FAM161A;RAB3GAP2;PIN1;TERF2IP;CALM3;TNIK;WDFY2;CALM1;CALM2;PPIA;TRABD2A"
"29","anterograde trans-synaptic signaling (GO:0098916)","45/244",9.08929203585045e-05,0.013825023905244,0,0,1.97783441132649,18.4053877217692,"GABRB2;GRIA2;SNAP25;CACNA1B;CACNA1A;NRXN2;HTR2A;CAMKK2;NRGN;GRM3;GRIN2A;HRH3;PRKAR2B;HRH2;MAPK1;DLGAP1;MBP;NPTX2;SNCB;PRKACB;GRIA3;SNCA;SYT5;NLGN4Y;GABBR2;GABRA1;DTNA;HOMER1;HTR1F;GABRA3;PDYN;GRIN2B;SYN2;SYN1;GABRG1;GRIN1;PRKAR1B;NOVA1;CRH;APBA1;AMPH;CALM1;APBA2;SCN2B;PAFAH1B1"
"30","mitochondrial electron transport, NADH to ubiquinone (GO:0006120)","13/39",9.28061573410873e-05,0.013825023905244,0,0,4.34725594949004,40.3642609259439,"NDUFA13;NDUFB7;NDUFA11;NDUFA12;NDUFB11;NDUFA4;NDUFA3;NDUFA10;NDUFA1;NDUFC2;NDUFC1;NDUFS7;NDUFS5"
"31","nervous system development (GO:0007399)","72/447",9.98985006774104e-05,0.0144014967589467,0,0,1.685088,15.5219452582237,"ROBO2;MESP1;NRSN2;GMFB;NRSN1;MYT1L;ROGDI;ATN1;STMN3;MTR;GBA2;PKD1;RAPGEFL1;NRGN;DPYSL2;DNER;DPF2;SH3GL2;EMX1;MEF2C;SZT2;RBFOX2;RBFOX3;DSCAM;APLP1;NAV1;NAV2;HPCAL4;POU3F2;DNM3;ZEB2;VCAN;NAV3;FEZ1;ADGRB1;DCX;EVL;TAGLN3;LY6H;PAFAH1B3;SHANK2;HDAC4;PRPS1;GSTP1;NRXN2;SPG7;ASCL1;TRAK1;ACVR1B;NPAS1;KALRN;NPAS2;NEUROD2;BTBD1;SPOCK2;ADAM23;MBP;DRD1;GPM6B;MARCKSL1;ZBTB16;POU6F2;ARHGAP26;DCLK1;AHI1;NFASC;NF1;APBA1;CNTN4;SCN2A;APBA2;ITM2B"
"32","positive regulation of synaptic transmission (GO:0050806)","19/73",0.000117861362122675,0.0164600758539449,0,0,3.06332196785192,27.7108151820235,"SLC24A2;APP;MPP2;CLSTN2;CLSTN1;ADCY1;GRIN2B;SHISA7;BAIAP3;RIMS2;ARC;CACNG8;GRIN2A;FLOT1;NPTN;PTK2B;DRD1;SHANK2;VAMP2"
"33","long-term synaptic potentiation (GO:0060291)","9/21",0.000124378764541147,0.0168438999616481,0,0,6.51333010179351,58.5690307819798,"SLC24A2;MPP2;ARC;GRIN2A;NPTN;PTK2B;GRIN2B;SHANK2;VAMP2"
"34","RNA splicing (GO:0008380)","23/98",0.00013411674158438,0.0176284622982528,0,0,2.67199609565642,23.8256546025553,"SRPK2;TCERG1;SNRPN;NONO;WBP4;PRPF4B;U2AF1;RNPC3;SFPQ;RNF113A;SCNM1;PPP2R1A;NOVA1;TRA2B;MPHOSPH10;LUC7L3;RNPS1;SNRPA1;PPIG;HNRNPC;TARDBP;SLU7;SRSF10"
"35","regulation of neuron death (GO:1901214)","21/86",0.000142440905761426,0.0179436422994308,0,0,2.81380939879233,24.9207374451844,"CHGA;PRNP;MEF2C;EGLN2;DCC;GBA;FAIM2;TSC1;NENF;FOS;CLU;GRIN2B;SORL1;UBB;CHP1;CHMP4A;ATP13A2;MAPT;SNCB;CD200;SNCA"
"36","neuron projection development (GO:0031175)","34/171",0.000144544892096556,0.0179436422994308,0,0,2.16647923038903,19.1558369612237,"APP;TRIO;RASGRF1;GBA;STMN3;STMN4;CAMSAP1;PAK1;UBB;BLOC1S1;MAP2;STMN1;MAP4;NCDN;STX3;PAK3;SH3GL2;GPM6B;MAP4K4;UNC5A;LAMB1;DICER1;DCLK1;ADCYAP1;ARC;SLC9A6;CTTN;GPRIN1;TBC1D24;TNIK;CNTN4;MAPT;GAS7;ZPR1"
"37","ribosomal large subunit biogenesis (GO:0042273)","16/57",0.000153837929788685,0.0185811272493415,0,0,3.3950839897504,29.8075164492936,"RPL3;RPL10;RPL35A;SNU13;RPL23A;RPL10A;RPL6;RPL7;RPL7A;EBNA1BP2;LAS1L;RPL14;RPL24;RPL26;RSL24D1;RRP15"
"38","cellular response to oxidative stress (GO:0034599)","27/125",0.000165151786444894,0.0194227193058482,0,0,2.40212564243301,20.9192608803925,"GSTP1;ZFAND1;AGAP3;CAMKK2;PRDX2;PRDX5;PRDX1;MAPK1;ROMO1;MPV17;PDK2;MAPK3;SNCA;JUN;GPX3;ERCC6L2;FOS;SOD2;MT3;ETV5;CCS;CAT;ATP13A2;MAPT;PPIA;HSPA1B;HSPA1A"
"39","positive regulation of protein transport (GO:0051222)","18/69",0.00017105129702098,0.0196007242663272,0,0,3.07182541955438,26.6436223484927,"FRMD4A;ZFAND1;OAZ1;PCM1;CNST;PDCD10;CHP1;ADAM8;ATP13A2;APBB1;DNM1L;PCNT;PPIA;APBB3;MYH10;VAMP2;VPS28;EXOC1"
"40","neuron projection morphogenesis (GO:0048812)","29/140",0.000208334071021548,0.0232761240848824,0,0,2.2784590758159,19.3130568157629,"APP;RAB3A;TRIO;ACTB;PAK1;UBB;SLITRK2;MAP2;CPNE1;APBB1;PAK3;MAP4K4;MEF2A;NTNG1;DCC;LMTK2;DICER1;MAPK8IP2;DCLK1;RAB10;ARC;SLC9A6;CTTN;ADGRB1;TMEM106B;CTNNB1;TNIK;CNTN4;GAS7"
"41","positive regulation of cellular component movement (GO:0051272)","10/27",0.000223704982330275,0.0241958352359827,0,0,5.10954527300736,42.9466600892907,"DUOX1;STK11;ADAM17;RPS19;CCDC25;AKT2;SPOCK2;TWIST1;ACTN4;PHPT1"
"42","ciliary basal body-plasma membrane docking (GO:0097711)","22/95",0.000228135766457238,0.0241958352359827,0,0,2.62485800200468,22.0109295691161,"CEP57;YWHAE;OFD1;DYNC1I2;HSP90AA1;CETN2;TUBB;SSNA1;CEP164;DYNLL1;TUBB4B;TUBB4A;TUBA4A;AHI1;PCM1;PPP2R1A;TCTN3;PRKAR2B;NPHP4;PCNT;YWHAG;PAFAH1B1"
"43","negative regulation of microtubule polymerization or depolymerization (GO:0031111)","11/32",0.000234924865601988,0.0241958352359827,0,0,4.55111942884869,38.0302681333322,"CLIP3;NAV3;ATXN7;MAP2;STMN1;ARHGEF2;FKBP4;TUBB4A;TRIM54;CAMSAP1;SNCA"
"44","regulation of cation channel activity (GO:2001257)","21/89",0.000238222589031828,0.0241958352359827,0,0,2.68921903232283,22.4342855766473,"PRRT1;APP;GRIA2;MEF2C;HOMER1;HPCA;MAPK8IP2;GRIN2B;SHISA7;GRIN1;FKBP1A;CACNG8;GRIN2A;FGF14;SLMAP;CRH;PTK2B;CALM1;CALM2;VAMP2;GRIA3"
"45","plasma membrane bounded cell projection organization (GO:0120036)","27/128",0.000248992047081473,0.0247276768534912,0,0,2.33038320947009,19.3377286778776,"APP;RASGRF1;GBA;STMN3;STMN4;CAMSAP1;BLOC1S1;MAP2;STMN1;MAP4;RAC1;NCDN;STX3;SH3GL2;GPM6B;UNC5A;LAMB1;ATP1B2;TTC17;ADCYAP1;FAM161A;CTTN;GPRIN1;TBC1D24;CNTN4;MAPT;MNS1"
"46","modulation of chemical synaptic transmission (GO:0050804)","24/109",0.000274580441723791,0.0264434824196608,0,0,2.45997242647059,20.1724289674724,"NLGN4Y;SLC12A2;APP;MEF2C;UNC13A;CLSTN2;HOMER1;IQSEC2;CLSTN1;CACNA1B;CACNA1A;MAPK8IP2;SYN1;BEGAIN;BAIAP3;RIMS2;GRM3;SLC4A8;ARC;NRG3;DLGAP1;LRRC4C;NPTX2;DLGAP2"
"47","regulation of focal adhesion assembly (GO:0051893)","15/54",0.00027810330582324,0.0264434824196608,0,0,3.34486369245728,27.3861313872332,"NRP1;MACF1;DMTN;LIMCH1;TSC1;THY1;PTK2;ACTG1;ITGB1BP1;APOD;RAC1;PHLDB2;VCL;GPM6B;MAP4K4"
"48","synaptic vesicle endocytosis (GO:0048488)","12/38",0.000305694539022334,0.0284614353102252,0,0,4.01090365944735,32.4599392616259,"NLGN4Y;SYT5;DNM3;DNAJC6;CANX;AMPH;SYNJ2;SNCB;DNM1;SNAP91;VAMP2;SNCA"
"49","regulation of microtubule polymerization or depolymerization (GO:0031110)","10/28",0.000315867575119781,0.0288084121063327,0,0,4.82541222114452,38.8937272589491,"MAP2;STMN1;ARL2;STMN3;STMN4;MAPRE3;MAPT;FKBP4;GBA2;CAMSAP1"
"50","regulation of cell cycle G2/M phase transition (GO:1902749)","20/85",0.000345282440627214,0.0308613445432604,0,0,2.67851252061778,21.3508192057476,"CEP57;YWHAE;OFD1;DYNC1I2;HSP90AA1;CETN2;TUBB;SSNA1;CEP164;DYNLL1;TUBB4B;TUBB4A;TUBA4A;PCM1;PPP2R1A;PRKAR2B;NEK10;PCNT;YWHAG;PAFAH1B1"
"51","regulation of cellular response to heat (GO:1900034)","19/79",0.000357457473893512,0.0313230872711786,0,0,2.75606429615197,21.8734881828638,"YWHAE;HSP90AA1;POM121;HSP90AB1;NUP210;HSPB8;PTGES3;RPA1;DNAJB1;POM121C;NUP50;MAPK1;MAPT;FKBP4;CRYAB;CAMK2G;HSPA1B;MAPK3;HSPA1A"
"52","regulation of ion transmembrane transporter activity (GO:0032412)","12/39",0.000400311995844701,0.0344037367198071,0,0,3.8621359223301,30.2145179048129,"YWHAE;TCAF1;AHCYL1;HOMER1;FXYD1;FXYD7;CACNA1D;FXYD6;SCN3B;YWHAH;PTPN3;SCN2B"
"53","synaptic vesicle recycling (GO:0036465)","11/34",0.000428638321969241,0.0361431068090668,0,0,4.15490580764931,32.2208668612113,"NLGN4Y;SYT5;RAB3A;CANX;TBC1D24;AMPH;SYNJ2;SNCB;SYT7;VAMP2;SNCA"
